EnsEMBL_Gene_ID	MCF10A
ENSG00000156650	26.7637460339
ENSG00000156671	36.3672136724
ENSG00000067334	224.4828842091
ENSG00000156675	46.1995895965
ENSG00000156687	0.0281261498
ENSG00000156689	2.1986878325
ENSG00000156697	176.5319307756
ENSG00000156709	216.5845876358
ENSG00000156711	93.7221495051
ENSG00000156735	47.1489065901
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	39.8382997649
ENSG00000156787	35.6120780410
ENSG00000156795	136.7047380131
ENSG00000156802	224.3770563285
ENSG00000156804	33.4548297765
ENSG00000156831	220.2022251657
ENSG00000156853	47.4061585746
ENSG00000156858	129.0592000948
ENSG00000156860	73.0059067818
ENSG00000156869	23.0098973260
ENSG00000156873	157.6371900764
ENSG00000005513	0.0000000000
ENSG00000067369	64.0326084540
ENSG00000156875	228.8068688134
ENSG00000156876	24.5336484037
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	0.0000000000
ENSG00000156928	413.6172470099
ENSG00000156931	32.2991534562
ENSG00000156958	54.4546934525
ENSG00000156959	0.2435950123
ENSG00000067445	0.0000000000
ENSG00000156966	0.3763395369
ENSG00000156968	0.1676900059
ENSG00000156970	177.3863037878
ENSG00000156973	147.5867094244
ENSG00000156976	685.5473425251
ENSG00000156983	55.0599799121
ENSG00000156990	217.8559040868
ENSG00000157005	0.0000000000
ENSG00000157014	162.9231485959
ENSG00000157017	0.0000000000
ENSG00000067533	59.1652752115
ENSG00000157020	352.0629976205
ENSG00000157021	18.4901392727
ENSG00000157033	0.0000000000
ENSG00000157036	23.2004848959
ENSG00000157045	210.2301186681
ENSG00000157060	0.0000000000
ENSG00000157064	21.7472549499
ENSG00000157077	60.7324834991
ENSG00000157087	0.0422085319
ENSG00000157093	0.0000000000
ENSG00000067560	2508.3658701919
ENSG00000157103	0.0000000000
ENSG00000157106	45.4756590982
ENSG00000157107	32.1898323597
ENSG00000157110	54.2994100141
ENSG00000157111	15.8165487931
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	0.0000000000
ENSG00000157152	0.0000000000
ENSG00000157168	33.7637458577
ENSG00000067596	189.3599139525
ENSG00000157181	49.6197031588
ENSG00000157184	139.7260416354
ENSG00000157191	266.5457299694
ENSG00000157193	161.5872078035
ENSG00000157211	0.4325248941
ENSG00000157212	88.3729165827
ENSG00000157214	2.3287357768
ENSG00000157216	28.7540577226
ENSG00000157219	0.0000000000
ENSG00000157224	81.3918479862
ENSG00000067601	11.5585892799
ENSG00000157227	455.4577299127
ENSG00000157240	18.9705042955
ENSG00000157259	77.0039221796
ENSG00000157303	0.0000000000
ENSG00000157306	18.0765365683
ENSG00000157312	23.3537438062
ENSG00000157315	4.6319670820
ENSG00000157322	0.9486454504
ENSG00000157326	154.1036708285
ENSG00000157330	0.0000000000
ENSG00000067606	54.3319114640
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	3.3838779138
ENSG00000157344	56.2685707454
ENSG00000157349	114.7722949061
ENSG00000157350	30.3683194871
ENSG00000157353	30.8417158093
ENSG00000157358	0.0000000000
ENSG00000157368	0.1244310673
ENSG00000157379	213.5813115000
ENSG00000067646	0.0000000000
ENSG00000157388	0.0821695288
ENSG00000157399	0.0000000000
ENSG00000157404	0.0000000000
ENSG00000157423	0.0000000000
ENSG00000157426	18.1338629918
ENSG00000157429	3.2987647768
ENSG00000157445	1.2910271332
ENSG00000157450	32.8827164949
ENSG00000157456	519.7009666212
ENSG00000157470	7.2301603405
ENSG00000067704	1090.2784403091
ENSG00000157483	178.7056630110
ENSG00000157500	74.0499158582
ENSG00000157502	0.3769607057
ENSG00000157510	110.7829863759
ENSG00000157514	154.6318446252
ENSG00000157538	108.0201787686
ENSG00000157540	59.5818849029
ENSG00000157542	0.0000000000
ENSG00000157551	23.0181196772
ENSG00000157554	0.0000000000
ENSG00000067715	0.1980145602
ENSG00000157557	239.9809169511
ENSG00000157570	15.4323433196
ENSG00000157576	1.9400451377
ENSG00000157578	0.8908007167
ENSG00000157593	302.3403198362
ENSG00000157600	103.4042874503
ENSG00000157601	0.8840013010
ENSG00000157606	0.0000000000
ENSG00000157613	0.0748730963
ENSG00000157617	54.4489406116
ENSG00000005700	52.2436218464
ENSG00000067798	4.4132579756
ENSG00000157625	61.1225494786
ENSG00000157637	106.7950602651
ENSG00000157653	3.7336390482
ENSG00000157654	52.5356377341
ENSG00000157657	32.2976066448
ENSG00000157680	0.1254202683
ENSG00000157693	27.2549076867
ENSG00000157703	0.0000000000
ENSG00000157734	4.7166139322
ENSG00000157741	8.6195743311
ENSG00000067829	361.4258783860
ENSG00000157764	29.0775968819
ENSG00000157765	0.0000000000
ENSG00000157766	0.0000000000
ENSG00000157778	225.7483751248
ENSG00000157782	0.0000000000
ENSG00000157796	52.6198082951
ENSG00000157800	164.6620740434
ENSG00000157819	1.3781813387
ENSG00000157823	195.0045589711
ENSG00000157827	130.7837572026
ENSG00000067836	66.0821224339
ENSG00000157828	0.0000000000
ENSG00000157833	2.2492242918
ENSG00000157837	118.0191604554
ENSG00000157851	0.0000000000
ENSG00000157856	0.0000000000
ENSG00000157869	41.5903390561
ENSG00000157870	111.4042331477
ENSG00000157873	6.3226525437
ENSG00000157881	99.2294407533
ENSG00000157884	0.0000000000
ENSG00000067840	0.1056775749
ENSG00000157890	0.0000000000
ENSG00000157895	70.6452524092
ENSG00000157911	93.5400149785
ENSG00000157916	314.5089382369
ENSG00000157927	0.0000000000
ENSG00000157933	143.6642587020
ENSG00000157950	0.0000000000
ENSG00000157954	247.5023428680
ENSG00000157965	0.0000000000
ENSG00000157978	144.1157787831
ENSG00000067842	0.0000000000
ENSG00000157985	58.9949230526
ENSG00000157992	60.3041342068
ENSG00000157999	4.5831901393
ENSG00000158006	38.3864245689
ENSG00000158008	0.0000000000
ENSG00000158014	0.0000000000
ENSG00000158019	136.1234972299
ENSG00000158022	0.0000000000
ENSG00000158023	83.9183900947
ENSG00000158042	855.2582351277
ENSG00000067900	96.8244272803
ENSG00000158050	23.3934099159
ENSG00000158055	62.6844677751
ENSG00000158062	36.1889076938
ENSG00000158077	0.5667397688
ENSG00000158079	21.8089521889
ENSG00000158089	18.3826196877
ENSG00000158092	117.4884234700
ENSG00000158104	1.4063074884
ENSG00000158106	18.7047405632
ENSG00000158109	235.7395606690
ENSG00000067955	138.5188775351
ENSG00000158113	0.1966533746
ENSG00000158122	98.4745412141
ENSG00000158125	139.0743637366
ENSG00000158156	43.3855112208
ENSG00000158158	28.5388000238
ENSG00000158161	44.0892208753
ENSG00000158163	9.0723068436
ENSG00000158164	1.1765294698
ENSG00000158169	28.1519691727
ENSG00000158185	0.0000000000
ENSG00000067992	13.9828199514
ENSG00000158186	11.6423190157
ENSG00000158195	323.3810864605
ENSG00000158201	34.9944758580
ENSG00000158220	1.8821933373
ENSG00000158234	70.4015010228
ENSG00000158246	67.0836756531
ENSG00000158258	0.0000000000
ENSG00000158270	0.0000000000
ENSG00000158286	14.3938301778
ENSG00000158290	117.0107886014
ENSG00000068001	222.7635310088
ENSG00000158292	106.7321012556
ENSG00000158296	2.1986493714
ENSG00000158301	7.1803261082
ENSG00000158315	2.1659876616
ENSG00000158321	0.0691594719
ENSG00000158352	0.1664715444
ENSG00000158373	30.7481131157
ENSG00000158402	97.6181772636
ENSG00000158406	7.7128102416
ENSG00000158411	93.1733466339
ENSG00000068024	16.0938383583
ENSG00000158417	181.4857289880
ENSG00000158423	2.6842414474
ENSG00000158427	8.2400457628
ENSG00000158428	0.0000000000
ENSG00000158435	165.5171628604
ENSG00000158445	17.1570676251
ENSG00000158457	24.2197576496
ENSG00000158458	1.4950960767
ENSG00000158467	54.5463926944
ENSG00000158470	170.3640919198
ENSG00000005801	54.6138518215
ENSG00000068028	121.5383174507
ENSG00000158473	14.4023777161
ENSG00000158477	0.0000000000
ENSG00000158480	38.6243135445
ENSG00000158481	0.0000000000
ENSG00000158482	0.3262313800
ENSG00000158483	56.6399719614
ENSG00000158485	0.0000000000
ENSG00000158486	0.0000000000
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	79.4529986585
ENSG00000158516	0.0000000000
ENSG00000158517	0.7114693061
ENSG00000158525	0.3721162938
ENSG00000158526	144.1056030640
ENSG00000158527	0.0000000000
ENSG00000158528	1.4445214418
ENSG00000158545	119.5116738529
ENSG00000158552	72.8585912430
ENSG00000158553	0.0000000000
ENSG00000158555	52.1502609624
ENSG00000068079	42.2810623174
ENSG00000158560	1.1326618535
ENSG00000158571	0.5689753871
ENSG00000158578	0.0000000000
ENSG00000158604	337.2118198866
ENSG00000158615	148.9414857588
ENSG00000158623	168.8005091382
ENSG00000158636	46.1043967081
ENSG00000158639	0.0000000000
ENSG00000158669	277.2244730508
ENSG00000158683	0.0882220116
ENSG00000068097	50.9556349300
ENSG00000158691	7.3714815160
ENSG00000158710	5680.2853170431
ENSG00000158711	64.0819556599
ENSG00000158714	0.3620742841
ENSG00000158715	62.2035481290
ENSG00000158716	641.5796810832
ENSG00000158717	50.4076890816
ENSG00000158731	0.9619075529
ENSG00000158747	446.8940300333
ENSG00000158748	0.0000000000
ENSG00000068120	373.3309619654
ENSG00000158764	1.0160170311
ENSG00000158769	574.4735576592
ENSG00000158773	193.8975439700
ENSG00000158786	0.0000000000
ENSG00000158792	23.1637665059
ENSG00000158793	64.4617700372
ENSG00000158796	199.2964715071
ENSG00000158805	62.1427673616
ENSG00000158806	3.6906904249
ENSG00000158813	11.4105903515
ENSG00000068137	19.2430110008
ENSG00000158815	0.0000000000
ENSG00000158816	1.0016396006
ENSG00000158825	82.2457739073
ENSG00000158828	479.0725187535
ENSG00000158850	258.2856071941
ENSG00000158856	114.2450702515
ENSG00000158859	0.3325319626
ENSG00000158863	180.4746139719
ENSG00000158864	1263.2355686145
ENSG00000158865	0.0000000000
ENSG00000068305	40.7295647213
ENSG00000158869	2.6093966586
ENSG00000158874	0.0000000000
ENSG00000158882	119.8834764378
ENSG00000158887	0.2042403103
ENSG00000158901	1.9213706296
ENSG00000158927	49.0753619940
ENSG00000158941	329.1174295467
ENSG00000158955	0.0000000000
ENSG00000158966	18.5666972521
ENSG00000158985	147.2528328709
ENSG00000068308	187.9952451596
ENSG00000158987	32.2285932154
ENSG00000159023	35.2326634304
ENSG00000159055	82.5227164005
ENSG00000159063	300.6444932010
ENSG00000159069	358.2288579424
ENSG00000159079	144.9965541047
ENSG00000159082	18.2131304097
ENSG00000159086	44.1507606032
ENSG00000159110	41.6991970155
ENSG00000159111	328.5989157631
ENSG00000068323	118.7167329391
ENSG00000159113	103.8466573645
ENSG00000159123	0.0000000000
ENSG00000159128	479.9196819208
ENSG00000159131	397.8807062375
ENSG00000159140	306.7174036786
ENSG00000159147	72.5946267380
ENSG00000159164	0.3618324457
ENSG00000159166	902.2323219303
ENSG00000159167	3.2438842931
ENSG00000159173	6.6522908249
ENSG00000068354	91.2352506940
ENSG00000159176	1171.0611359271
ENSG00000159182	0.0000000000
ENSG00000159184	0.2620746952
ENSG00000159186	1811.4255277395
ENSG00000159189	0.0000000000
ENSG00000159197	0.9958946894
ENSG00000159199	1010.2177058894
ENSG00000159200	47.7869752129
ENSG00000159202	397.7581380802
ENSG00000159208	21.1854873007
ENSG00000005810	55.0723435753
ENSG00000068366	141.4530026500
ENSG00000159210	373.2154926911
ENSG00000159212	0.0000000000
ENSG00000159214	22.7835434338
ENSG00000159216	62.7512715616
ENSG00000159217	0.0683668471
ENSG00000159224	0.0000000000
ENSG00000159228	533.3676657009
ENSG00000159231	43.0822982568
ENSG00000159239	3.9302049781
ENSG00000159247	0.1388716429
ENSG00000068383	65.3408272630
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	55.6387303729
ENSG00000159259	146.4755896562
ENSG00000159261	0.0816800082
ENSG00000159263	22.7734594057
ENSG00000159266	16.6053238098
ENSG00000159267	48.5628885897
ENSG00000159279	0.0000000000
ENSG00000159289	0.0000000000
ENSG00000068394	113.7548326690
ENSG00000159307	0.0000000000
ENSG00000159314	10.0067856742
ENSG00000159322	212.2077647150
ENSG00000159335	1012.7538760522
ENSG00000159337	0.5546443196
ENSG00000159339	0.0691448482
ENSG00000159346	1438.2497916581
ENSG00000159348	358.6327164227
ENSG00000159352	1221.4290936982
ENSG00000159363	148.3889392243
ENSG00000068400	49.4794891570
ENSG00000159374	0.0000000000
ENSG00000159377	3105.0841633000
ENSG00000159387	0.5119085344
ENSG00000159388	111.2799436251
ENSG00000159398	0.0000000000
ENSG00000159399	93.8361319828
ENSG00000159403	29.9420783075
ENSG00000159409	0.0606115542
ENSG00000159423	44.0610711624
ENSG00000159433	7.0832807440
ENSG00000068438	372.2099897547
ENSG00000159445	135.8571362683
ENSG00000159450	1.3295744282
ENSG00000159455	0.0000000000
ENSG00000159459	34.0071610272
ENSG00000159461	321.4556103467
ENSG00000159479	194.7140712442
ENSG00000159495	0.0000000000
ENSG00000159496	6.1940576782
ENSG00000159516	3.8064056021
ENSG00000159527	1.1925439546
ENSG00000068489	253.8277407542
ENSG00000159556	0.0000000000
ENSG00000159579	136.5490201494
ENSG00000159588	3.0052296793
ENSG00000159592	238.8648796479
ENSG00000159593	338.7404855661
ENSG00000159596	160.5442989625
ENSG00000159618	0.0000000000
ENSG00000159625	0.0000000000
ENSG00000159640	0.0548774665
ENSG00000159648	0.0000000000
ENSG00000068615	1.2897906202
ENSG00000159650	0.0000000000
ENSG00000159658	138.7798159341
ENSG00000159674	0.6642757699
ENSG00000159685	128.7282211781
ENSG00000159692	459.7791688651
ENSG00000159708	0.0000000000
ENSG00000159712	17.4299785563
ENSG00000159713	0.0000000000
ENSG00000159714	18.5489760087
ENSG00000159720	557.5435754621
ENSG00000068650	111.7141837615
ENSG00000159723	0.0000000000
ENSG00000159733	0.6478526077
ENSG00000159753	2.5422291151
ENSG00000159761	0.9300118399
ENSG00000159763	0.0000000000
ENSG00000159784	0.3242985889
ENSG00000159788	50.5416844981
ENSG00000159792	101.2870037059
ENSG00000159797	0.0000000000
ENSG00000159840	1207.3711723431
ENSG00000068654	112.1874904701
ENSG00000159842	159.2201744204
ENSG00000159860	0.6007103029
ENSG00000159871	1.1929910404
ENSG00000159873	27.1776133277
ENSG00000159882	3.2319029679
ENSG00000159884	61.5800696877
ENSG00000159885	3.9425142819
ENSG00000159899	5.4593024774
ENSG00000159904	4.6543357550
ENSG00000159905	8.5954994017
ENSG00000068697	1208.2828277990
ENSG00000159915	0.4631967082
ENSG00000159917	3.1566661545
ENSG00000159921	15.0778282040
ENSG00000159958	0.0000000000
ENSG00000159961	0.0000000000
ENSG00000160007	117.7142561933
ENSG00000160013	0.0000000000
ENSG00000160014	1518.3045934299
ENSG00000160049	117.9092756447
ENSG00000160050	4.1091564651
ENSG00000005812	111.4404642613
ENSG00000068724	97.3246020874
ENSG00000160051	20.3562073200
ENSG00000160055	35.8317216025
ENSG00000160058	109.6863860392
ENSG00000160062	9.6252083995
ENSG00000160072	92.8598087665
ENSG00000160075	180.0297019945
ENSG00000160087	189.3596166485
ENSG00000160094	57.1756627726
ENSG00000160097	0.4492385780
ENSG00000160111	0.1976550915
ENSG00000068745	229.1405170378
ENSG00000160113	317.7348102547
ENSG00000160117	0.4935278599
ENSG00000160124	101.6942906297
ENSG00000160131	80.0599225947
ENSG00000160145	0.0275902657
ENSG00000160161	0.0000000000
ENSG00000160172	15.6064872264
ENSG00000160179	33.2930981488
ENSG00000160180	0.8974683867
ENSG00000160181	0.0000000000
ENSG00000068781	0.2879164616
ENSG00000160182	0.0000000000
ENSG00000160183	5.0208033345
ENSG00000160185	0.0000000000
ENSG00000160188	3.9174193309
ENSG00000160190	56.3552272250
ENSG00000160191	1.8648142157
ENSG00000160193	98.0364259009
ENSG00000160194	192.7985039527
ENSG00000160199	47.8638826472
ENSG00000160200	4.2896520172
ENSG00000068784	35.2535319049
ENSG00000160201	826.8289888449
ENSG00000160202	0.0000000000
ENSG00000160207	23.9211170370
ENSG00000160208	226.3223099232
ENSG00000160209	176.4852243344
ENSG00000160211	425.0916914655
ENSG00000160213	2331.5354919857
ENSG00000160214	148.1562524610
ENSG00000160216	133.0637293094
ENSG00000160218	103.7263731984
ENSG00000068793	508.4671868117
ENSG00000160219	2.9092454801
ENSG00000160220	272.3451673152
ENSG00000160221	208.9797726530
ENSG00000160223	5.1657986794
ENSG00000160224	0.0000000000
ENSG00000160226	29.0580546622
ENSG00000160229	0.0000000000
ENSG00000160233	3.5986039804
ENSG00000160255	19.0912185280
ENSG00000160256	154.2946544507
ENSG00000068796	81.4721073497
ENSG00000160271	74.1848334374
ENSG00000160282	0.0000000000
ENSG00000160284	77.2100197167
ENSG00000160285	262.0623788582
ENSG00000160293	173.2977896905
ENSG00000160294	207.4148339957
ENSG00000160296	0.0000000000
ENSG00000160298	12.1761314683
ENSG00000160299	58.8080853117
ENSG00000160305	59.2248262269
ENSG00000068831	0.0000000000
ENSG00000160307	0.0000000000
ENSG00000160310	147.3703504901
ENSG00000160318	3.4636059297
ENSG00000160321	0.0471404540
ENSG00000160323	0.9421650940
ENSG00000160325	4.6775776440
ENSG00000160326	20.3229167564
ENSG00000160336	24.5160978948
ENSG00000160339	0.0000000000
ENSG00000160345	11.2222596924
ENSG00000068878	167.7181154878
ENSG00000160349	0.0000000000
ENSG00000160352	6.7317356038
ENSG00000160360	17.4151923879
ENSG00000160392	122.6893730636
ENSG00000160396	0.0000000000
ENSG00000160401	7.6382901913
ENSG00000160404	38.4180530356
ENSG00000160408	121.3583039759
ENSG00000160410	342.1324579535
ENSG00000160439	106.3878186294
ENSG00000068885	25.7938162374
