EnsEMBL_Gene_ID	184A1
ENSG00000156284	0.0000000000
ENSG00000156298	10.0922050447
ENSG00000156299	25.1537597357
ENSG00000156304	152.4197496498
ENSG00000156313	7.6799720775
ENSG00000156345	68.8097277041
ENSG00000067208	15.7554903570
ENSG00000156363	0.0000000000
ENSG00000156374	37.0442679430
ENSG00000156381	43.7619631147
ENSG00000156384	15.4373249380
ENSG00000156395	0.0000000000
ENSG00000156398	31.4768392174
ENSG00000156411	1067.0381587061
ENSG00000156413	1.1763424473
ENSG00000156414	0.2605732827
ENSG00000156427	0.2742272768
ENSG00000067221	73.8990850156
ENSG00000156453	202.4671815833
ENSG00000156463	46.9532454836
ENSG00000156466	0.0000000000
ENSG00000156467	1003.1818536992
ENSG00000156469	104.0819329197
ENSG00000156471	715.6753322168
ENSG00000156475	15.3237428956
ENSG00000156482	13411.8795842925
ENSG00000156486	0.1313030035
ENSG00000156500	3.3743505936
ENSG00000067225	14036.9747617957
ENSG00000156502	135.0552975422
ENSG00000156504	95.4570180128
ENSG00000156508	7045.0055651143
ENSG00000156509	2.8615169595
ENSG00000156510	9.5231565642
ENSG00000156515	782.7987681569
ENSG00000156521	119.1470264818
ENSG00000156531	32.3194211967
ENSG00000156535	177.1931118790
ENSG00000156564	0.0000000000
ENSG00000067248	111.7890295153
ENSG00000156574	0.9974296625
ENSG00000156575	0.0000000000
ENSG00000156577	2.2321510593
ENSG00000156587	242.2308276857
ENSG00000156599	266.9548454219
ENSG00000156603	72.4827304074
ENSG00000156639	94.0604876297
ENSG00000156642	619.5316355869
ENSG00000156650	30.7246916432
ENSG00000156671	51.0935274326
ENSG00000067334	232.1664293228
ENSG00000156675	16.1426869828
ENSG00000156687	6.3182755794
ENSG00000156689	1.7697646010
ENSG00000156697	153.0035186398
ENSG00000156709	219.6172684255
ENSG00000156711	126.5894561270
ENSG00000156735	20.2428074740
ENSG00000156738	0.0000000000
ENSG00000156750	0.0000000000
ENSG00000156755	0.0000000000
ENSG00000067365	82.8202872068
ENSG00000156787	21.6865816647
ENSG00000156795	84.0892884520
ENSG00000156802	173.3760959187
ENSG00000156804	58.9606686324
ENSG00000156831	199.9927798128
ENSG00000156853	59.1240281629
ENSG00000156858	173.0010628262
ENSG00000156860	112.5557084312
ENSG00000156869	35.5269933653
ENSG00000156873	181.1150819348
ENSG00000005513	0.0000000000
ENSG00000067369	106.6688376088
ENSG00000156875	161.8126384857
ENSG00000156876	23.9336557184
ENSG00000156885	0.0000000000
ENSG00000156886	0.0000000000
ENSG00000156920	0.0000000000
ENSG00000156925	0.0000000000
ENSG00000156928	408.6969780524
ENSG00000156931	21.5993837825
ENSG00000156958	70.0410274390
ENSG00000156959	1.1482270674
ENSG00000067445	0.0853938118
ENSG00000156966	2.6057881711
ENSG00000156968	0.0000000000
ENSG00000156970	176.5573554143
ENSG00000156973	136.6929053980
ENSG00000156976	607.2596296126
ENSG00000156983	82.6413228582
ENSG00000156990	237.2725267732
ENSG00000157005	0.0000000000
ENSG00000157014	149.8763100233
ENSG00000157017	0.4690784571
ENSG00000067533	35.3007405442
ENSG00000157020	536.4997894739
ENSG00000157021	53.0672713193
ENSG00000157033	0.0000000000
ENSG00000157036	34.2596456719
ENSG00000157045	142.9409231138
ENSG00000157060	0.0000000000
ENSG00000157064	17.8112589661
ENSG00000157077	42.5601456616
ENSG00000157087	0.0000000000
ENSG00000157093	0.4677997161
ENSG00000067560	2487.3342710008
ENSG00000157103	0.0000000000
ENSG00000157106	50.0978514022
ENSG00000157107	21.1333739018
ENSG00000157110	47.5592371524
ENSG00000157111	9.2746765386
ENSG00000157119	0.0000000000
ENSG00000157131	0.0000000000
ENSG00000157150	0.0000000000
ENSG00000157152	0.3895911957
ENSG00000157168	29.0545878622
ENSG00000067596	211.4361874465
ENSG00000157181	48.9847381633
ENSG00000157184	169.4487163221
ENSG00000157191	243.5064907737
ENSG00000157193	174.2678057703
ENSG00000157211	1.0113648268
ENSG00000157212	64.4866684105
ENSG00000157214	6.3327131121
ENSG00000157216	31.0838783171
ENSG00000157219	0.0000000000
ENSG00000157224	58.8273536889
ENSG00000067601	18.0313243592
ENSG00000157227	823.7736743967
ENSG00000157240	33.3719898492
ENSG00000157259	89.7310022070
ENSG00000157303	0.0000000000
ENSG00000157306	34.0528095010
ENSG00000157312	28.6518989105
ENSG00000157315	2.5023199179
ENSG00000157322	0.0000000000
ENSG00000157326	291.4365116635
ENSG00000157330	0.0000000000
ENSG00000067606	83.9059793644
ENSG00000157335	0.0000000000
ENSG00000157341	0.0000000000
ENSG00000157343	6.3277772585
ENSG00000157344	50.9444472120
ENSG00000157349	121.3995305781
ENSG00000157350	24.0721455661
ENSG00000157353	38.5009298862
ENSG00000157358	0.0000000000
ENSG00000157368	0.2585181177
ENSG00000157379	237.0521168855
ENSG00000067646	0.0000000000
ENSG00000157388	1.2477955327
ENSG00000157399	0.0000000000
ENSG00000157404	0.0000000000
ENSG00000157423	0.8179863770
ENSG00000157426	25.3934026029
ENSG00000157429	2.3294715683
ENSG00000157445	1.8978385721
ENSG00000157450	62.3327543789
ENSG00000157456	684.2638559622
ENSG00000157470	9.7388565755
ENSG00000067704	483.9615977236
ENSG00000157483	268.3546066204
ENSG00000157500	54.4942129067
ENSG00000157502	0.9274428507
ENSG00000157510	114.5149414229
ENSG00000157514	346.5663030964
ENSG00000157538	113.8355835429
ENSG00000157540	67.0625494541
ENSG00000157542	0.1619898935
ENSG00000157551	64.8624059665
ENSG00000157554	0.0000000000
ENSG00000067715	14.0009716003
ENSG00000157557	355.1678109384
ENSG00000157570	0.0000000000
ENSG00000157576	1.2701596134
ENSG00000157578	0.5397958171
ENSG00000157593	196.4194506266
ENSG00000157600	139.3141114353
ENSG00000157601	1.9389513824
ENSG00000157606	0.0000000000
ENSG00000157613	0.5424006907
ENSG00000157617	51.3475051221
ENSG00000005700	24.0463630151
ENSG00000067798	3.3205620976
ENSG00000157625	53.0459071803
ENSG00000157637	114.8380150170
ENSG00000157653	6.5412307024
ENSG00000157654	94.1152683712
ENSG00000157657	53.3113565525
ENSG00000157680	0.0000000000
ENSG00000157693	34.7732411230
ENSG00000157703	0.0000000000
ENSG00000157734	6.7034074788
ENSG00000157741	7.1642900898
ENSG00000067829	464.4353451213
ENSG00000157764	25.8379322757
ENSG00000157765	0.2001350191
ENSG00000157766	0.0000000000
ENSG00000157778	258.0477492584
ENSG00000157782	1.6385808285
ENSG00000157796	23.3746149442
ENSG00000157800	88.8236514866
ENSG00000157819	0.4521017391
ENSG00000157823	258.2194264462
ENSG00000157827	113.8910763489
ENSG00000067836	198.8370418276
ENSG00000157828	0.0000000000
ENSG00000157833	6.4013698726
ENSG00000157837	80.7592541554
ENSG00000157851	4.9993775639
ENSG00000157856	0.0000000000
ENSG00000157869	35.1972635735
ENSG00000157870	231.4466630521
ENSG00000157873	51.2370215811
ENSG00000157881	90.8749236744
ENSG00000157884	0.0000000000
ENSG00000067840	0.3813338307
ENSG00000157890	0.1631740674
ENSG00000157895	58.5042019952
ENSG00000157911	135.8869018043
ENSG00000157916	367.1448165662
ENSG00000157927	3.9855324459
ENSG00000157933	138.1773497088
ENSG00000157950	0.0000000000
ENSG00000157954	123.8748424859
ENSG00000157965	0.0000000000
ENSG00000157978	152.3878100244
ENSG00000067842	0.0000000000
ENSG00000157985	66.0494777950
ENSG00000157992	9.1213809196
ENSG00000157999	4.0982585050
ENSG00000158006	36.8809282256
ENSG00000158008	0.3099273923
ENSG00000158014	0.0000000000
ENSG00000158019	143.4068429593
ENSG00000158022	0.2353628668
ENSG00000158023	10.8303169719
ENSG00000158042	968.8686782352
ENSG00000067900	93.2293240247
ENSG00000158050	0.0000000000
ENSG00000158055	28.0379984948
ENSG00000158062	150.8359399984
ENSG00000158077	0.3258018025
ENSG00000158079	20.5034274550
ENSG00000158089	29.7054382311
ENSG00000158092	102.1130348420
ENSG00000158104	0.0000000000
ENSG00000158106	51.9997391812
ENSG00000158109	183.0306995293
ENSG00000067955	100.7120037350
ENSG00000158113	0.0000000000
ENSG00000158122	58.7172058450
ENSG00000158125	125.1525874548
ENSG00000158156	51.6962608623
ENSG00000158158	52.7791387998
ENSG00000158161	82.2457897285
ENSG00000158163	32.9784594780
ENSG00000158164	0.0000000000
ENSG00000158169	31.3717678834
ENSG00000158185	0.6922162757
ENSG00000067992	24.5561829653
ENSG00000158186	19.3703450252
ENSG00000158195	431.4024673935
ENSG00000158201	42.6707779280
ENSG00000158220	0.5899306715
ENSG00000158234	76.5598123302
ENSG00000158246	322.2947023854
ENSG00000158258	1.7432134679
ENSG00000158270	0.0000000000
ENSG00000158286	64.1696619910
ENSG00000158290	145.0113231244
ENSG00000068001	377.2577934980
ENSG00000158292	97.5734292433
ENSG00000158296	15.0254780253
ENSG00000158301	16.7581904634
ENSG00000158315	14.8561403159
ENSG00000158321	0.0000000000
ENSG00000158352	0.1089034837
ENSG00000158373	35.6247961822
ENSG00000158402	53.4718076939
ENSG00000158406	21.8146011992
ENSG00000158411	111.7306304688
ENSG00000068024	12.4274036667
ENSG00000158417	231.5533011858
ENSG00000158423	4.0374732474
ENSG00000158427	39.0499794925
ENSG00000158428	0.0000000000
ENSG00000158435	153.6354249192
ENSG00000158445	6.7638972074
ENSG00000158457	16.1253644965
ENSG00000158458	6.8759101217
ENSG00000158467	43.2379303767
ENSG00000158470	136.8064404479
ENSG00000005801	43.3515845768
ENSG00000068028	157.8271438877
ENSG00000158473	1.1479161287
ENSG00000158477	0.0000000000
ENSG00000158480	96.2304945723
ENSG00000158481	0.0000000000
ENSG00000158482	1.5317797755
ENSG00000158483	63.8274561131
ENSG00000158485	0.0000000000
ENSG00000158486	0.0778482144
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	0.5567360842
ENSG00000158516	3.8870606250
ENSG00000158517	0.0000000000
ENSG00000158525	0.8467386558
ENSG00000158526	255.7589173330
ENSG00000158527	0.0000000000
ENSG00000158528	0.0801428621
ENSG00000158545	178.0258307531
ENSG00000158552	92.9652644478
ENSG00000158553	0.0000000000
ENSG00000158555	22.5953807768
ENSG00000068079	24.5454541004
ENSG00000158560	3.6455762520
ENSG00000158571	3.4596239901
ENSG00000158578	0.0000000000
ENSG00000158604	190.9127656476
ENSG00000158615	96.1709308266
ENSG00000158623	131.8503976729
ENSG00000158636	37.5562949130
ENSG00000158639	1.6808910811
ENSG00000158669	215.8814274599
ENSG00000158683	0.0000000000
ENSG00000068097	62.0331699841
ENSG00000158691	6.6260604059
ENSG00000158710	6041.6555830084
ENSG00000158711	29.0735146042
ENSG00000158714	0.3081888561
ENSG00000158715	53.0500184285
ENSG00000158716	264.5829527437
ENSG00000158717	67.6834586825
ENSG00000158731	0.0000000000
ENSG00000158747	326.1638675893
ENSG00000158748	1.5557138345
ENSG00000068120	388.1074137698
ENSG00000158764	2.5010849219
ENSG00000158769	437.8262587509
ENSG00000158773	167.2725674569
ENSG00000158786	0.0000000000
ENSG00000158792	34.2146100969
ENSG00000158793	71.2593338865
ENSG00000158796	160.6454468543
ENSG00000158805	103.9274394371
ENSG00000158806	0.0000000000
ENSG00000158813	2.9982339315
ENSG00000068137	92.5628844687
ENSG00000158815	0.0000000000
ENSG00000158816	1.5552263771
ENSG00000158825	1030.7149022438
ENSG00000158828	237.5692055778
ENSG00000158850	200.3981597784
ENSG00000158856	65.6997334794
ENSG00000158859	0.6022225191
ENSG00000158863	135.1575864705
ENSG00000158864	806.7885613347
ENSG00000158865	0.0000000000
ENSG00000068305	41.7086994090
ENSG00000158869	6.2743054867
ENSG00000158874	2.1886232443
ENSG00000158882	171.1077083425
ENSG00000158887	4.3514889285
ENSG00000158901	1.4906922128
ENSG00000158927	43.5492837137
ENSG00000158941	232.5032703597
ENSG00000158955	0.0000000000
ENSG00000158966	20.6618090714
ENSG00000158985	104.8400610154
ENSG00000068308	201.5728878695
ENSG00000158987	19.0158126629
ENSG00000159023	40.2635519782
ENSG00000159055	124.0728485934
ENSG00000159063	164.0921699585
ENSG00000159069	425.8122350906
ENSG00000159079	167.1083084993
ENSG00000159082	18.9346626538
ENSG00000159086	42.1478126663
ENSG00000159110	46.6573522188
ENSG00000159111	429.2756252710
ENSG00000068323	141.3653376342
ENSG00000159113	138.4060700860
ENSG00000159123	0.0000000000
ENSG00000159128	199.7722078635
ENSG00000159131	347.6400945095
ENSG00000159140	338.8717220455
ENSG00000159147	126.4864657756
ENSG00000159164	2.2314195423
ENSG00000159166	1018.1915739654
ENSG00000159167	0.0000000000
ENSG00000159173	3.1889869718
ENSG00000068354	65.8986910512
ENSG00000159176	864.6450625830
ENSG00000159182	0.0000000000
ENSG00000159184	0.6851156717
ENSG00000159186	2831.8329624048
ENSG00000159189	0.0000000000
ENSG00000159197	5.9511423448
ENSG00000159199	1471.2622343708
ENSG00000159200	72.3719805985
ENSG00000159202	340.4733338556
ENSG00000159208	11.4774785620
ENSG00000005810	37.1005667633
ENSG00000068366	109.4781570314
ENSG00000159210	622.9280327131
ENSG00000159212	0.0000000000
ENSG00000159214	63.9334814472
ENSG00000159216	90.3654322261
ENSG00000159217	0.2579129832
ENSG00000159224	0.0000000000
ENSG00000159228	666.3022605483
ENSG00000159231	55.8962535801
ENSG00000159239	34.5233450144
ENSG00000159247	0.8541706762
ENSG00000068383	88.8051339368
ENSG00000159248	0.0000000000
ENSG00000159251	0.0000000000
ENSG00000159256	36.8594412362
ENSG00000159259	163.9696152233
ENSG00000159261	1.1460458445
ENSG00000159263	4.5165564982
ENSG00000159266	34.9205316735
ENSG00000159267	62.7463287699
ENSG00000159279	0.0000000000
ENSG00000159289	0.0000000000
ENSG00000068394	124.9302919757
ENSG00000159307	0.0000000000
ENSG00000159314	8.6164656734
ENSG00000159322	148.1112628605
ENSG00000159335	1308.3065911138
ENSG00000159337	0.3460037375
ENSG00000159339	26.6670331151
ENSG00000159346	459.7814558524
ENSG00000159348	214.9549650309
ENSG00000159352	1079.3620629470
ENSG00000159363	245.1416477232
ENSG00000068400	90.8438644560
ENSG00000159374	0.3276875273
ENSG00000159377	2691.2715937829
ENSG00000159387	0.1329427144
ENSG00000159388	233.2345816115
ENSG00000159398	0.0000000000
ENSG00000159399	51.5111176674
ENSG00000159403	19.4913129309
ENSG00000159409	0.0000000000
ENSG00000159423	87.1390745350
ENSG00000159433	5.7875187695
ENSG00000068438	491.1918997777
ENSG00000159445	47.9305829603
ENSG00000159450	1.5834481199
ENSG00000159455	0.0000000000
ENSG00000159459	32.9122362517
ENSG00000159461	221.2108084420
ENSG00000159479	214.2218436021
ENSG00000159495	0.0000000000
ENSG00000159496	7.1048489268
ENSG00000159516	0.0000000000
ENSG00000159527	0.0000000000
ENSG00000068489	352.8635380222
ENSG00000159556	19.2978776586
ENSG00000159579	160.9169936796
ENSG00000159588	5.0448940897
ENSG00000159592	136.3485111580
ENSG00000159593	274.2768672723
ENSG00000159596	213.1688581333
ENSG00000159618	0.0000000000
ENSG00000159625	0.1349085285
ENSG00000159640	0.1425168533
ENSG00000159648	0.3796021010
ENSG00000068615	1.6646866975
ENSG00000159650	0.0000000000
ENSG00000159658	146.3378599863
ENSG00000159674	0.4585200809
ENSG00000159685	308.0491947537
ENSG00000159692	633.1949157335
ENSG00000159708	0.0000000000
ENSG00000159712	11.8858354522
ENSG00000159713	0.0000000000
ENSG00000159714	51.9363225120
ENSG00000159720	849.6602458446
ENSG00000068650	50.8373216376
ENSG00000159723	0.0000000000
ENSG00000159733	4.8077044534
ENSG00000159753	11.1002179025
ENSG00000159761	7.8320577228
ENSG00000159763	0.0000000000
ENSG00000159784	6.2218781539
ENSG00000159788	96.8452849865
ENSG00000159792	132.3096620197
ENSG00000159797	0.0000000000
ENSG00000159840	1160.7076297101
ENSG00000068654	145.4921453052
ENSG00000159842	219.8636111287
ENSG00000159860	0.8114973287
ENSG00000159871	2.2709643723
ENSG00000159873	34.2836893204
ENSG00000159882	2.6107675400
ENSG00000159884	32.2993216059
ENSG00000159885	3.7043155993
ENSG00000159899	5.6748314802
ENSG00000159904	5.1719660611
ENSG00000159905	9.5447624961
ENSG00000068697	1175.7699849214
ENSG00000159915	0.2749537066
ENSG00000159917	2.4047661207
ENSG00000159921	35.9172987805
ENSG00000159958	9.3565967275
ENSG00000159961	0.0000000000
ENSG00000160007	139.4972785904
ENSG00000160013	0.0000000000
ENSG00000160014	1719.3223635384
ENSG00000160049	166.2631032376
ENSG00000160050	40.4197792286
ENSG00000005812	48.2511616343
ENSG00000068724	179.9990185396
ENSG00000160051	49.7321252359
ENSG00000160055	39.2935203766
ENSG00000160058	100.8585090062
ENSG00000160062	11.5374158683
ENSG00000160072	83.2940566403
ENSG00000160075	192.2078686484
ENSG00000160087	183.7418466446
ENSG00000160094	98.4195792360
ENSG00000160097	1.0888949716
ENSG00000160111	0.0690470808
ENSG00000068745	273.7770992253
ENSG00000160113	251.2069125567
ENSG00000160117	35.2168358612
ENSG00000160124	168.1970901443
ENSG00000160131	52.9041495903
ENSG00000160145	0.3861663342
ENSG00000160161	0.6381401511
ENSG00000160172	23.9049263120
ENSG00000160179	16.0577351451
ENSG00000160180	0.0000000000
ENSG00000160181	0.0000000000
ENSG00000068781	1.1527272411
ENSG00000160182	0.0000000000
ENSG00000160183	0.0524324650
ENSG00000160185	0.0000000000
ENSG00000160188	6.9482524629
ENSG00000160190	55.5476179952
ENSG00000160191	66.5469611861
ENSG00000160193	232.5226023589
ENSG00000160194	143.0807730302
ENSG00000160199	50.0300711884
ENSG00000160200	19.5743634814
ENSG00000068784	42.6345999966
ENSG00000160201	1179.6477936392
ENSG00000160202	0.0000000000
ENSG00000160207	25.9314866355
ENSG00000160208	211.0587243798
ENSG00000160209	398.6261380668
ENSG00000160211	880.6880036953
ENSG00000160213	3564.0365967756
ENSG00000160214	182.5401022649
ENSG00000160216	87.0169481535
ENSG00000160218	94.7574451281
ENSG00000068793	494.6493328128
ENSG00000160219	5.0718652389
ENSG00000160220	259.4305681723
ENSG00000160221	365.1779013671
ENSG00000160223	17.8567992443
ENSG00000160224	0.0746458283
ENSG00000160226	59.7579805234
ENSG00000160229	0.0000000000
ENSG00000160233	11.9271040969
ENSG00000160255	6.6279985111
ENSG00000160256	222.7650877657
ENSG00000068796	94.6612618979
ENSG00000160271	108.3150291173
ENSG00000160282	0.2943148136
ENSG00000160284	118.2725251527
ENSG00000160285	745.4454015244
ENSG00000160293	278.2553198530
ENSG00000160294	235.9909832692
ENSG00000160296	0.0000000000
ENSG00000160298	45.8663360426
ENSG00000160299	56.4925246910
ENSG00000160305	67.3361312975
ENSG00000068831	0.0000000000
ENSG00000160307	0.0000000000
ENSG00000160310	176.9205300220
ENSG00000160318	6.1219209433
ENSG00000160321	0.0486408741
ENSG00000160323	11.6585440788
ENSG00000160325	9.7618515851
ENSG00000160326	279.1749475629
ENSG00000160336	17.8665547117
ENSG00000160339	0.0000000000
ENSG00000160345	60.3097908305
ENSG00000068878	150.1921394054
ENSG00000160349	0.0000000000
ENSG00000160352	17.1100968197
ENSG00000160360	45.8715297432
ENSG00000160392	119.2815029838
ENSG00000160396	0.1693921245
ENSG00000160401	8.0966646760
ENSG00000160404	70.8125414627
ENSG00000160408	117.8633830336
ENSG00000160410	356.7660633250
ENSG00000160439	101.5620719359
ENSG00000068885	34.6134558147
