EnsEMBL_Gene_ID	MDAMB231
ENSG00000158485	0.0000000000
ENSG00000158486	0.1084070336
ENSG00000158488	0.0000000000
ENSG00000158497	0.0000000000
ENSG00000068078	7.9351673793
ENSG00000158516	0.0000000000
ENSG00000158517	0.0000000000
ENSG00000158525	0.0000000000
ENSG00000158526	236.0756389920
ENSG00000158527	0.0000000000
ENSG00000158528	11.8708366569
ENSG00000158545	214.8153673218
ENSG00000158552	74.9549213829
ENSG00000158553	0.0000000000
ENSG00000158555	74.1571455582
ENSG00000068079	133.7331699398
ENSG00000158560	8.4724093856
ENSG00000158571	0.4170199016
ENSG00000158578	0.0000000000
ENSG00000158604	576.6610089958
ENSG00000158615	178.5606770519
ENSG00000158623	137.7415492424
ENSG00000158636	72.0273770352
ENSG00000158639	0.0000000000
ENSG00000158669	277.3536997977
ENSG00000158683	0.0802905776
ENSG00000068097	81.3009462450
ENSG00000158691	14.5038349948
ENSG00000158710	5356.9477076024
ENSG00000158711	50.1356042410
ENSG00000158714	0.1095989520
ENSG00000158715	55.0065875334
ENSG00000158716	353.6539769305
ENSG00000158717	158.2726050204
ENSG00000158731	0.6522522467
ENSG00000158747	126.7104177323
ENSG00000158748	0.0000000000
ENSG00000068120	341.3861628588
ENSG00000158764	0.0000000000
ENSG00000158769	132.6450020012
ENSG00000158773	255.1527330606
ENSG00000158786	0.0000000000
ENSG00000158792	21.3690624718
ENSG00000158793	69.6384519921
ENSG00000158796	153.6585544118
ENSG00000158805	90.3309058509
ENSG00000158806	1.6311502018
ENSG00000158813	0.9770473903
ENSG00000068137	51.2721425246
ENSG00000158815	0.0000000000
ENSG00000158816	1.5255065399
ENSG00000158825	30.3309132348
ENSG00000158828	135.8746482863
ENSG00000158850	338.9976192009
ENSG00000158856	65.4671073201
ENSG00000158859	0.0368340236
ENSG00000158863	116.0821722562
ENSG00000158864	710.8113822478
ENSG00000158865	0.1538304575
ENSG00000068305	72.7791757291
ENSG00000158869	2.3488327715
ENSG00000158874	0.0000000000
ENSG00000158882	136.6975313653
ENSG00000158887	1.7572852675
ENSG00000158901	0.4630272958
ENSG00000158927	44.8648125801
ENSG00000158941	280.4831613894
ENSG00000158955	0.0000000000
ENSG00000158966	13.5170518320
ENSG00000158985	116.3921144940
ENSG00000068308	129.9101017138
ENSG00000158987	48.2041189115
ENSG00000159023	31.8029370214
ENSG00000159055	100.0036641077
ENSG00000159063	542.5044397008
ENSG00000159069	657.3758561339
ENSG00000159079	141.6827433808
ENSG00000159082	27.8562310272
ENSG00000159086	64.3835082608
ENSG00000159110	47.8817245123
ENSG00000159111	367.4406838441
ENSG00000068323	118.8229919544
ENSG00000159113	74.6136652766
ENSG00000159123	0.0000000000
ENSG00000159128	168.8740509772
ENSG00000159131	346.2633201935
ENSG00000159140	328.2118206458
ENSG00000159147	196.6599683602
ENSG00000159164	0.6705550254
ENSG00000159166	0.0000000000
ENSG00000159167	38.6927042513
ENSG00000159173	0.0499389333
ENSG00000068354	39.3930057945
ENSG00000159176	631.7968924647
ENSG00000159182	0.0000000000
ENSG00000159184	0.0000000000
ENSG00000159186	1313.2964657219
ENSG00000159189	0.0000000000
ENSG00000159197	0.0000000000
ENSG00000159199	1336.5119361210
ENSG00000159200	88.3944195809
ENSG00000159202	546.6575563958
ENSG00000159208	0.0000000000
ENSG00000005810	31.1091826556
ENSG00000068366	263.0435734337
ENSG00000159210	873.3342641050
ENSG00000159212	0.0000000000
ENSG00000159214	13.9688062088
ENSG00000159216	114.4241402672
ENSG00000159217	0.0000000000
ENSG00000159224	1.0164493522
ENSG00000159228	233.1841949633
ENSG00000159231	109.7150442480
ENSG00000159239	6.3256925696
ENSG00000159247	0.0000000000
ENSG00000068383	47.1281761077
ENSG00000159248	0.0000000000
ENSG00000159251	0.1956933359
ENSG00000159256	49.4429982704
ENSG00000159259	212.7046424397
ENSG00000159261	0.3075299955
ENSG00000159263	9.0869301781
ENSG00000159266	21.7490451638
ENSG00000159267	32.5505559497
ENSG00000159279	0.0000000000
ENSG00000159289	0.0000000000
ENSG00000068394	72.6312803393
ENSG00000159307	0.0000000000
ENSG00000159314	8.2641098056
ENSG00000159322	270.3609847676
ENSG00000159335	1232.0821130558
ENSG00000159337	0.0000000000
ENSG00000159339	0.0659875356
ENSG00000159346	651.6095409315
ENSG00000159348	308.9647879841
ENSG00000159352	1385.0011920445
ENSG00000159363	403.4800122574
ENSG00000068400	53.6401989205
ENSG00000159374	0.2138996121
ENSG00000159377	3236.6215937062
ENSG00000159387	0.1735579946
ENSG00000159388	7.6622962702
ENSG00000159398	0.0000000000
ENSG00000159399	107.6580637547
ENSG00000159403	17.1497901660
ENSG00000159409	0.2191979040
ENSG00000159423	33.4114998678
ENSG00000159433	12.8462946591
ENSG00000068438	178.4918989155
ENSG00000159445	47.2131050941
ENSG00000159450	0.1047384767
ENSG00000159455	0.0000000000
ENSG00000159459	47.1874881334
ENSG00000159461	443.2940588199
ENSG00000159479	185.5647923854
ENSG00000159495	0.0000000000
ENSG00000159496	5.4355512523
ENSG00000159516	0.0000000000
ENSG00000159527	0.0000000000
ENSG00000068489	780.1412927740
ENSG00000159556	0.0000000000
ENSG00000159579	163.8091944395
ENSG00000159588	4.3055566160
ENSG00000159592	222.2925920062
ENSG00000159593	569.9581482887
ENSG00000159596	388.2822038760
ENSG00000159618	0.0000000000
ENSG00000159625	0.0594909030
ENSG00000159640	0.0992304668
ENSG00000159648	0.0000000000
ENSG00000068615	2.9044765181
ENSG00000159650	0.0546172528
ENSG00000159658	128.0048860170
ENSG00000159674	0.0000000000
ENSG00000159685	129.1400846791
ENSG00000159692	413.4357841790
ENSG00000159708	0.0000000000
ENSG00000159712	3.1548834075
ENSG00000159713	0.0000000000
ENSG00000159714	57.2179743246
ENSG00000159720	758.2181478521
ENSG00000068650	31.5496024503
ENSG00000159723	0.4748327788
ENSG00000159733	28.5937716776
ENSG00000159753	0.8075214644
ENSG00000159761	0.6250925439
ENSG00000159763	0.0000000000
ENSG00000159784	0.8714919180
ENSG00000159788	32.3650186044
ENSG00000159792	255.3384973747
ENSG00000159797	0.0000000000
ENSG00000159840	923.7970629644
ENSG00000068654	170.0926387797
ENSG00000159842	366.3294412850
ENSG00000159860	0.8980335655
ENSG00000159871	0.0000000000
ENSG00000159873	99.5368711652
ENSG00000159882	7.1807159442
ENSG00000159884	84.9226943404
ENSG00000159885	16.5441620929
ENSG00000159899	35.3684442050
ENSG00000159904	15.3071344297
ENSG00000159905	14.3733689171
ENSG00000068697	1558.2509996165
ENSG00000159915	0.1196515711
ENSG00000159917	2.3297726931
ENSG00000159921	90.5793510411
ENSG00000159958	14.2449445810
ENSG00000159961	0.7481319766
ENSG00000160007	204.0606263640
ENSG00000160013	0.0000000000
ENSG00000160014	2405.0965564038
ENSG00000160049	255.3933386967
ENSG00000160050	19.9544618909
ENSG00000005812	73.7828127752
ENSG00000068724	44.2012932185
ENSG00000160051	27.2946111727
ENSG00000160055	16.7827697936
ENSG00000160058	74.7922134343
ENSG00000160062	17.8256060763
ENSG00000160072	116.0865043724
ENSG00000160075	201.3680466431
ENSG00000160087	175.9826187353
ENSG00000160094	49.3732553882
ENSG00000160097	0.0000000000
ENSG00000160111	0.0000000000
ENSG00000068745	188.3240449262
ENSG00000160113	124.2567742126
ENSG00000160117	1.2832035110
ENSG00000160124	147.8421372999
ENSG00000160131	175.7992030668
ENSG00000160145	0.0498892372
ENSG00000160161	2.1825302325
ENSG00000160172	16.1667397300
ENSG00000160179	1.6007107175
ENSG00000160180	58.1083160206
ENSG00000160181	1.1965157109
ENSG00000068781	1.4209076470
ENSG00000160182	23.1567237575
ENSG00000160183	0.0000000000
ENSG00000160185	0.0000000000
ENSG00000160188	0.0000000000
ENSG00000160190	51.1373022694
ENSG00000160191	76.6711434140
ENSG00000160193	54.0722866114
ENSG00000160194	162.6555058307
ENSG00000160199	71.4141839749
ENSG00000160200	0.0000000000
ENSG00000068784	76.1841884477
ENSG00000160201	1437.0483083880
ENSG00000160202	0.0000000000
ENSG00000160207	7.8007104223
ENSG00000160208	230.1791265060
ENSG00000160209	134.8154829863
ENSG00000160211	392.5660933595
ENSG00000160213	2176.2133911639
ENSG00000160214	156.9689839025
ENSG00000160216	103.9325281537
ENSG00000160218	92.7028860408
ENSG00000068793	366.7333782533
ENSG00000160219	2.2106367072
ENSG00000160220	275.3145820709
ENSG00000160221	116.5214910475
ENSG00000160223	8.8803864022
ENSG00000160224	0.0615479041
ENSG00000160226	20.0904616528
ENSG00000160229	0.0000000000
ENSG00000160233	0.2838268280
ENSG00000160255	52.7133552078
ENSG00000160256	119.4966197553
ENSG00000068796	128.2871222775
ENSG00000160271	86.7721403119
ENSG00000160282	0.6785830943
ENSG00000160284	66.9938402182
ENSG00000160285	222.4755981434
ENSG00000160293	93.3340266965
ENSG00000160294	128.6986208156
ENSG00000160296	0.0000000000
ENSG00000160298	15.9081853763
ENSG00000160299	84.2534979973
ENSG00000160305	56.2756511698
ENSG00000068831	0.0836680359
ENSG00000160307	0.1999961689
ENSG00000160310	170.1157421054
ENSG00000160318	1.6499451220
ENSG00000160321	0.0217391255
ENSG00000160323	0.9528000730
ENSG00000160325	8.9128385700
ENSG00000160326	64.2253261362
ENSG00000160336	24.3808379103
ENSG00000160339	0.0000000000
ENSG00000160345	13.7847917900
ENSG00000068878	225.8543301212
ENSG00000160349	0.0000000000
ENSG00000160352	15.2762903306
ENSG00000160360	17.0967513231
ENSG00000160392	152.7728735784
ENSG00000160396	0.1474287004
ENSG00000160401	8.3801209069
ENSG00000160404	57.9301942878
ENSG00000160408	121.9039929497
ENSG00000160410	342.3406752369
ENSG00000160439	69.2857508452
